resource_id,resource_name,acronym,official_identity,description,homepage_url,data_access_url,research_areas,keywords,data_product_types,data_formats,visualization_types,geographic_coverage,covers_brazil,spatial_resolution,temporal_coverage,temporal_resolution,data_sources,free_download,access_conditions,programmatic_access,access_protocols,authentication_required,access_documentation_url,license,institutional_status,owner_or_manager,academic_uses,limitations,academic_evidence_type,academic_evidence_url,academic_evidence_note,verification_url,last_verified
DR0080,Mapas Municipais e Estatísticos — IBGE,Mapas Municipais IBGE,Tema institucional de mapas municipais e mapas para fins estatísticos do IBGE,"Família cartográfica voltada à representação municipal, intramunicipal e censitária, incluindo a Coleção de Mapas Municipais, atualizações anuais de municípios com alterações territoriais e mapas usados nas operações estatísticas do IBGE.",https://www.ibge.gov.br/geociencias/cartas-e-mapas/mapas-municipais.html,https://www.ibge.gov.br/geociencias/cartas-e-mapas/mapas-municipais.html,Planejamento Territorial e Políticas Públicas | Sensoriamento Remoto e Geoinformação,mapas municipais | mapas estatísticos | setores censitários | divisão político-administrativa | GeoPDF | IBGE,mapas municipais | mapas para fins estatísticos | coleções cartográficas,GeoPDF | PDF | formatos cartográficos conforme edição,mapas | documentos georreferenciados,Brasil; cobertura completa ou parcial conforme produto e edição,sim,"escala cartográfica varia por município, produto e edição; não inferir precisão cadastral",edições censitárias e atualizações anuais conforme produto,por edição cartográfica,Malha Municipal Digital | Base Territorial do IBGE | estruturas territoriais legais | geosserviços e dados vetoriais do IBGE,sim,downloads públicos por Unidade da Federação ou edição,não,HTTPS web | HTTP download,não,https://www.ibge.gov.br/geociencias/cartas-e-mapas/mapas-municipais.html,licença específica deve ser verificada por produto/arquivo; não inferida da página temática,público,IBGE — Diretoria de Geociências,"Planejamento censitário, integração territorial de estatísticas, visualização de limites municipais e intramunicipais, ensino e análises territoriais.",Os mapas têm finalidade e cobertura próprias. Atualizações anuais atingem apenas municípios com alterações; mapas estatísticos e mapas municipais não substituem malhas vetoriais nem documentos legais de limites.,documentação técnica oficial,https://www.ibge.gov.br/geociencias/cartas-e-mapas/mapas-municipais.html,A página oficial distingue Coleção de Mapas Municipais e Atualização dos Mapas Municipais e documenta sua relação com a divisão político-administrativa e as operações estatísticas.,https://www.ibge.gov.br/geociencias/cartas-e-mapas/mapas-municipais.html,2026-08-15
DR0081,Redes e Fluxos Geográficos — IBGE,Redes e Fluxos IBGE,Tema institucional de Redes e Fluxos Geográficos da Diretoria de Geociências do IBGE,"Família de estudos e bases sobre redes urbanas, fluxos de pessoas, bens, serviços, gestão e articulação territorial no Brasil.",https://www.ibge.gov.br/geociencias/organizacao-do-territorio/redes-e-fluxos-geograficos/2282-np-regioes-de-influencia-das-cidades.html,https://www.ibge.gov.br/geociencias/organizacao-do-territorio/redes-e-fluxos-geograficos/2282-np-regioes-de-influencia-das-cidades.html,Planejamento Territorial e Políticas Públicas | Sensoriamento Remoto e Geoinformação,rede urbana | fluxos | hierarquia urbana | regiões de influência | articulação territorial | IBGE,bases tabulares | bases vetoriais | estudos territoriais | mapas | publicações,XLS | ODS | SHP | GeoPackage | PDF | formatos variáveis por produto,mapas | tabelas | Plataforma Geográfica Interativa,Brasil,sim,"municípios, arranjos populacionais, cidades e regiões de articulação conforme produto",edições históricas e contemporâneas conforme produto,por edição/levantamento,pesquisas primárias do IBGE | Censos | registros administrativos | bases territoriais oficiais,sim,consulta e downloads públicos conforme produto,desconhecido,HTTP download | aplicações web; varia conforme produto,não,https://www.ibge.gov.br/geociencias/organizacao-do-territorio/redes-e-fluxos-geograficos/2282-np-regioes-de-influencia-das-cidades.html,licença específica deve ser verificada por produto e distribuição; não inferida nesta auditoria,público,IBGE — Diretoria de Geociências,"Analisar rede urbana, centralidade, mobilidade intermunicipal, regionalização funcional, acesso a serviços e articulação socioeconômica do território.","A família agrega produtos com unidades territoriais, anos, métodos e conceitos distintos; relações e recortes não devem ser tratados como equivalentes entre edições sem harmonização.",documentação técnica oficial,https://www.ibge.gov.br/geociencias/organizacao-do-territorio/redes-e-fluxos-geograficos/2282-np-regioes-de-influencia-das-cidades.html,A página temática oficial define redes e fluxos geográficos como estudos de fluxos e relações entre cidades e lista a REGIC entre os produtos principais.,https://www.ibge.gov.br/geociencias/organizacao-do-territorio/redes-e-fluxos-geograficos/2282-np-regioes-de-influencia-das-cidades.html,2026-08-15
DR0082,Tipologias do Território — IBGE,Tipologias do Território IBGE,Tema institucional de Tipologias do Território da Diretoria de Geociências do IBGE,"Família de classificações e tipologias territoriais do IBGE para caracterizar diferenças intraurbanas, rural-urbanas e outros padrões espaciais do território brasileiro.",https://www.ibge.gov.br/geociencias/organizacao-do-territorio/tipologias-do-territorio.html,https://www.ibge.gov.br/geociencias/organizacao-do-territorio/tipologias-do-territorio.html,Planejamento Territorial e Políticas Públicas | Sensoriamento Remoto e Geoinformação,tipologia territorial | rural | urbano | intraurbano | condições de vida | IBGE,tipologias | bases tabulares | bases vetoriais | mapas | publicações,XLS | ODS | SHP | PDF | formatos variáveis por produto,mapas | tabelas | aplicações web,Brasil e recortes subnacionais conforme produto,sim,municipal e intramunicipal conforme produto,varia conforme produto e edição,por edição/estudo,Censos Demográficos | bases territoriais | indicadores socioeconômicos | análises geográficas,sim,consulta e downloads públicos conforme produto,desconhecido,HTTP download | aplicações web,não,https://www.ibge.gov.br/geociencias/organizacao-do-territorio/tipologias-do-territorio.html,licença específica deve ser verificada por produto e distribuição; não inferida nesta auditoria,público,IBGE — Diretoria de Geociências,"Estudar diferenciação socioespacial, ruralidade, urbanização, desigualdade territorial e planejamento em escalas municipal e intramunicipal.","Tipologias são classificações analíticas dependentes de critérios, dados de referência e escala; não equivalem a medidas diretas de processos ecológicos ou socioeconômicos atuais.",documentação técnica oficial,https://www.ibge.gov.br/geociencias/organizacao-do-territorio/tipologias-do-territorio.html,A estrutura oficial de Geociências do IBGE mantém Tipologias do Território como tema próprio da Organização do Território.,https://www.ibge.gov.br/geociencias/organizacao-do-territorio/tipologias-do-territorio.html,2026-08-15
DR0083,Mapas de Sociedade e Economia — IBGE,Sociedade e Economia IBGE,Tema institucional de mapas de Sociedade e Economia da Diretoria de Geociências do IBGE,"Família de mapas temáticos derivados de análises geográficas dos Censos Demográfico e Agropecuário e de outras informações demográficas, econômicas e sociais, disseminados pelo IBGE como produtos cartográficos de síntese.",https://www.ibge.gov.br/geociencias/cartas-e-mapas/sociedade-e-economia.html,https://www.ibge.gov.br/geociencias/cartas-e-mapas/sociedade-e-economia.html,Planejamento Territorial e Políticas Públicas | Sensoriamento Remoto e Geoinformação,sociedade | economia | censos | população | densidade demográfica | raça | saneamento | mapas temáticos | IBGE,mapas temáticos | mapas murais | coleções cartográficas,PDF | formatos variáveis conforme produto,mapas | documentos cartográficos,Brasil; cobertura nacional ou estadual conforme produto,sim,varia por produto; preservar escala cartográfica e unidade estatística de origem,edições históricas conforme Censos e estudos temáticos,por edição cartográfica,Censos Demográfico e Agropecuário | bases cartográficas e outras estatísticas oficiais conforme produto,sim,consulta e downloads públicos conforme produto,não,HTTPS web | HTTP download,não,https://www.ibge.gov.br/geociencias/cartas-e-mapas/sociedade-e-economia.html,licença específica deve ser verificada por produto/arquivo; não inferida da página temática,público,IBGE — Diretoria de Geociências,"Geografia da população, desigualdades socioespaciais, saneamento, análise territorial, contextualização histórica e ensino.","A família agrega mapas de épocas, escalas, variáveis e métodos distintos; produtos cartográficos derivados não substituem microdados ou bases estatísticas atuais e não formam série temporal harmonizada automaticamente.",documentação técnica oficial,https://www.ibge.gov.br/geociencias/cartas-e-mapas/sociedade-e-economia.html,"A página oficial define o tema como mapas oriundos de análises geográficas dos Censos e de outras informações demográficas, econômicas e sociais e lista seus produtos principais.",https://www.ibge.gov.br/geociencias/cartas-e-mapas/sociedade-e-economia.html,2026-08-15
DR0084,Análises do Território — IBGE,Análises do Território IBGE,Tema institucional de Análises do Território da Diretoria de Geociências do IBGE,"Família de estudos geográficos integrados que combinam estatísticas, cartografia, pesquisa de campo e análise territorial para interpretar processos de organização e transformação do território brasileiro.",https://www.ibge.gov.br/geociencias/organizacao-do-territorio/analises-do-territorio/18939-a-geografia-da-cana-de-acucar.html,https://www.ibge.gov.br/geociencias/todos-os-produtos-geociencias.html,Planejamento Territorial e Políticas Públicas | Sensoriamento Remoto e Geoinformação,análises do território | dinâmica territorial | produção agropecuária | café | cana-de-açúcar | IBGE,estudos territoriais | publicações | mapas interativos | aplicações PGI,PDF | aplicação web | formatos variáveis por produto,mapas | Plataforma Geográfica Interativa | gráficos | textos analíticos,Brasil; recortes subnacionais conforme produto,sim,"varia conforme produto, fonte estatística e cartografia utilizada",varia conforme estudo; séries históricas e snapshots temáticos,varia conforme produto,PAM | Censo Agropecuário | CEMPRE | Pesquisa de Estoques | outras estatísticas oficiais | pesquisa de campo e bibliográfica,sim,consulta e downloads públicos conforme produto,desconhecido,HTTPS web | aplicações web | downloads,não,https://www.ibge.gov.br/geociencias/todos-os-produtos-geociencias.html,licença específica deve ser verificada por produto/distribuição; não inferida nesta auditoria,público,IBGE — Diretoria de Geociências,"Análise da dinâmica territorial da agropecuária, cadeias produtivas, reestruturação do espaço rural, desenvolvimento regional e relações campo-cidade.","A família reúne estudos de síntese com fontes, períodos, escalas e métodos diferentes; não deve ser tratada como série estatística homogênea nem como mapeamento direto de cobertura da terra.",documentação técnica oficial,https://www.ibge.gov.br/geociencias/organizacao-do-territorio/analises-do-territorio/18939-a-geografia-da-cana-de-acucar.html,"A navegação oficial do IBGE mantém Análises do Território como tema da Organização do Território; os produtos Café e Cana documentam combinação de análise estatística espacial, fontes oficiais, campo e bibliografia.",https://www.ibge.gov.br/geociencias/todos-os-produtos-geociencias.html,2026-08-16
DR0085,Atlas — IBGE,Atlas IBGE,Família institucional de atlas nacionais e temáticos da Diretoria de Geociências do IBGE,"Família de atlas geográficos do IBGE que integra mapas, estatísticas, gráficos, textos e análises para sínteses nacionais ou temáticas, com produtos digitais, publicações e aplicações interativas.",https://www.ibge.gov.br/geociencias/atlas/nacional/16360-atlas-nacional-do-brasil.html,https://geoftp.ibge.gov.br/atlas/,Planejamento Territorial e Políticas Públicas | Sensoriamento Remoto e Geoinformação | Ciências Ambientais e Ecologia,atlas | geografia | território | espaço rural | mapas | PGI | IBGE,atlas | publicações | mapas | aplicações interativas | sínteses geográficas,PDF | aplicação web | arquivos cartográficos e tabulares conforme produto,atlas digital | mapas | gráficos | Plataforma Geográfica Interativa,Brasil; recortes temáticos e subnacionais conforme produto,sim,"heterogênea; depende de cada mapa, camada e edição",edições históricas e contemporâneas conforme atlas,por edição e por camada,IBGE | outras instituições públicas | Censos | pesquisas agropecuárias | bases geocientíficas e territoriais,sim,consulta e downloads públicos conforme produto,desconhecido,HTTPS web | HTTP download | aplicações web,não,https://www.ibge.gov.br/geociencias/atlas/nacional/16360-atlas-nacional-do-brasil.html,licença específica deve ser verificada por produto/distribuição; não inferida nesta auditoria,público,IBGE — Diretoria de Geociências,"Síntese territorial, ensino, contextualização geográfica, planejamento, análise do espaço rural e integração temática de estatísticas e geociências.","Atlas agregam camadas e análises com escalas, datas, métodos e instituições produtoras diferentes; a presença em um atlas não torna os componentes temporal ou metodologicamente homogêneos.",documentação técnica oficial,https://www.ibge.gov.br/geociencias/atlas/nacional/16360-atlas-nacional-do-brasil.html,O IBGE define o Atlas Nacional como coletânea de mapas e análises geográficas e mantém diretórios próprios para atlas nacionais e temáticos.,https://geoftp.ibge.gov.br/atlas/,2026-08-16
DR0086,Censo Demográfico 2022 — IBGE,Censo 2022,Operação estatística Censo Demográfico 2022 do IBGE,"Operação censitária nacional e família de disseminação que reúne resultados populacionais e domiciliares e produtos geoespaciais derivados da coleta, da Base Territorial e do Cadastro Nacional de Endereços para Fins Estatísticos.",https://www.ibge.gov.br/estatisticas/sociais/populacao/22827-censo-demografico-2022.html,https://www.ibge.gov.br/estatisticas/sociais/populacao/22827-censo-demografico-2022.html?t=resultados,Infraestruturas e Ciência de Dados | Planejamento Territorial e Políticas Públicas | Sensoriamento Remoto e Geoinformação,Censo 2022 | população | domicílios | setores censitários | endereços | grade estatística | trajetos | IBGE,dados agregados | microdados publicados conforme produto | arquivos geoespaciais | mapas | notas metodológicas,CSV | XLSX | SHP | GPKG | GeoJSON | KML | ZIP | PDF; varia conforme produto,tabelas | mapas | aplicações interativas,Brasil,sim,endereços | setores censitários | células de grade | municípios e outros recortes conforme produto,Censo Demográfico 2022; datas e períodos de referência variam conforme variável e produto,snapshot censitário e recortes específicos conforme produto,coleta censitária direta | CNEFE | Base Territorial | processamento estatístico e geoespacial do IBGE,sim,consulta e downloads públicos conforme produto,desconhecido,HTTPS web | HTTP/HTTPS download,não,https://metadados.ibge.gov.br/consulta/estatisticos/operacoes-estatisticas/CD,licença específica deve ser verificada no produto ou arquivo; observar termos de uso do IBGE,público,IBGE,"Demografia espacial, desigualdades socioespaciais, urbanização, planejamento territorial, geocodificação, desenho amostral e integração com dados ambientais.","Os produtos possuem unidades, revisões, níveis de agregação e restrições de confidencialidade próprios. O Censo é uma referência temporal específica; setores, endereços, grades e resultados agregados não devem ser tratados como objetos equivalentes nem como cadastro operacional em tempo real.",documentação técnica oficial,https://www.ibge.gov.br/estatisticas/sociais/populacao/22827-censo-demografico-2022.html,"A página oficial e as notas metodológicas documentam separadamente CNEFE, Grade Estatística, Agregados por Setores Censitários, Trajetos dos Recenseadores e demais produtos do Censo 2022.",https://www.ibge.gov.br/estatisticas/sociais/populacao/22827-censo-demografico-2022.html,2026-08-16
DR0087,Estatísticas Agropecuárias — IBGE,Estatísticas Agropecuárias IBGE,"Tema institucional Agricultura, pecuária e outros do IBGE","Família institucional de operações estatísticas do IBGE sobre agricultura, pecuária, produção florestal, pesca e aquicultura, reunindo levantamentos estruturais e conjunturais com periodicidades e unidades de análise próprias.",https://www.ibge.gov.br/estatisticas/economicas/agricultura-e-pecuaria/2071-np-estatistica-da-producao-agricola.html,https://www.ibge.gov.br/estatisticas/economicas/agricultura-e-pecuaria/2071-np-estatistica-da-producao-agricola.html,"Agricultura, Florestas e Uso da Terra | Planejamento Territorial e Políticas Públicas | Infraestruturas e Ciência de Dados",agricultura | pecuária | produção florestal | pesca | aquicultura | estatísticas oficiais | IBGE,pesquisas anuais | pesquisas trimestrais | levantamentos mensais | censos | séries estatísticas,SIDRA | XLS | XLSX | ODS | publicações digitais; varia conforme produto,tabelas | séries históricas | gráficos | publicações,Brasil; desagregação varia de nacional a municipal conforme operação,sim,"município, Unidade da Federação, região ou Brasil conforme pesquisa",séries históricas e edições correntes conforme operação,mensal | trimestral | semestral | anual | censitária conforme produto,levantamentos e censos do IBGE | estabelecimentos e informantes | registros administrativos complementares conforme pesquisa,sim,consulta pública e downloads conforme produto; resultados também podem ser disseminados no SIDRA,parcial,HTTP/HTTPS download | SIDRA | Serviço de Dados do IBGE conforme produto,não,https://www.ibge.gov.br/estatisticas/economicas/agricultura-e-pecuaria/2071-np-estatistica-da-producao-agricola.html,licença específica deve ser verificada no produto ou arquivo; não inferida da página temática,público,IBGE,"Analisar produção agrícola, pecuária e florestal, estrutura produtiva, conjuntura agropecuária e relações territoriais com ambiente, uso da terra e economia.","O tema agrega operações com populações-alvo, cortes de inclusão, periodicidades, revisões e níveis geográficos diferentes; não tratar pesquisas municipais, trimestrais e censitárias como uma única série homogênea.",documentação técnica oficial,https://www.ibge.gov.br/estatisticas/economicas/agricultura-e-pecuaria/2071-np-estatistica-da-producao-agricola.html,"A página temática oficial enumera como produtos distintos LSPA, Leite, POG, Couro, Abate, Estoques, PEVS, PPM, PAM e Censo Agropecuário.",https://www.ibge.gov.br/estatisticas/economicas/agricultura-e-pecuaria/2071-np-estatistica-da-producao-agricola.html,2026-08-16
DR0088,Pesquisa Nacional de Saneamento Básico — IBGE,PNSB,Pesquisa Nacional de Saneamento Básico do IBGE,Operação estatística nacional sobre prestação de serviços coletivos de saneamento básico; a edição 2017 investigou abastecimento de água por rede geral e esgotamento sanitário por rede coletora junto às entidades prestadoras.,https://www.ibge.gov.br/estatisticas/multidominio/meio-ambiente/9073-pesquisa-nacional-de-saneamento-basico.html,https://www.ibge.gov.br/estatisticas/multidominio/meio-ambiente/9073-pesquisa-nacional-de-saneamento-basico.html?t=resultados,Ciências Ambientais e Ecologia | Recursos Hídricos e Oceanografia | Planejamento Territorial e Políticas Públicas,saneamento básico | abastecimento de água | esgotamento sanitário | prestadores de serviços | municípios | IBGE,tabelas | indicadores | publicação digital | banco de dados agregado,XLSX | ODS | PDF | SIDRA,tabelas | gráficos | cartogramas,Brasil,sim,município e agregações territoriais conforme edição,edições históricas; edição corrente materialmente confirmada 2017,eventual; períodos de referência definidos por edição,censo de prestadores de serviços | registros administrativos,sim,aberto; consultar metadados e erratas da edição,parcial,HTTPS | SIDRA,não,https://www.ibge.gov.br/estatisticas/multidominio/meio-ambiente/9073-pesquisa-nacional-de-saneamento-basico.html?t=conceitos-e-metodos,licença específica dos arquivos não localizada nesta rodada; preservar atribuição IBGE e termos do portal,público,IBGE — Coordenação de População e Indicadores Sociais,"Análises de oferta, infraestrutura e gestão de água e esgotamento sanitário; desigualdades territoriais; planejamento e avaliação de políticas de saneamento.","A edição 2017 cobre abastecimento de água e esgotamento sanitário, não os quatro componentes do saneamento; população-alvo são prestadores dos serviços cobertos. Tabelas foram substituídas em 24/06/2021 após correções.",documentação oficial,https://www.ibge.gov.br/estatisticas/multidominio/meio-ambiente/9073-pesquisa-nacional-de-saneamento-basico.html,"Página oficial documenta objetivo, população-alvo, período de referência, disseminação e correção de tabelas da PNSB 2017.",https://www.ibge.gov.br/estatisticas/multidominio/meio-ambiente/9073-pesquisa-nacional-de-saneamento-basico.html,2026-08-16
DR0089,Pesquisa de Informações Básicas Municipais — IBGE,MUNIC,Pesquisa de Informações Básicas Municipais do IBGE,"Pesquisa anual de registros administrativos sobre estrutura, funcionamento e políticas públicas das administrações municipais, tendo o município e a prefeitura como unidade central de investigação e informação.",https://www.ibge.gov.br/estatisticas/sociais/saude/10586-pesquisa-de-informacoes-basicas-municipais.html,https://www.ibge.gov.br/estatisticas/sociais/saude/10586-pesquisa-de-informacoes-basicas-municipais.html?t=resultados,"Planejamento Territorial e Políticas Públicas | Ciências Ambientais e Ecologia | Agricultura, Florestas e Uso da Terra",MUNIC | gestão municipal | políticas públicas | meio ambiente | agropecuária | habitação | transporte | IBGE,base de dados | tabelas | microdados | publicação digital | suplementos temáticos,XLSX | ODS | microdados | SIDRA | PDF,tabelas | gráficos | cartogramas,Brasil — municípios,sim,município,série iniciada em 1999; edição corrente verificada 2024,anual com temas variáveis por edição,registros administrativos municipais | questionários às prefeituras,sim,aberto; temas e questionários variam entre edições,parcial,HTTPS | SIDRA | microdados,não,https://www.ibge.gov.br/estatisticas/sociais/saude/10586-pesquisa-de-informacoes-basicas-municipais.html?t=conceitos-e-metodos,licença específica dos arquivos não localizada nesta rodada; preservar atribuição IBGE e termos do portal,público,IBGE — Coordenação de População e Indicadores Sociais,"Governança municipal, capacidade institucional, políticas ambientais e setoriais, planejamento territorial, gestão de riscos e saneamento.",A composição temática muda entre anos; respostas são registros administrativos/informações institucionais e não equivalem automaticamente a desempenho efetivo de políticas. A base 2024 recebeu correção posterior para incorporar o bloco Evento Climático do Rio Grande do Sul.,documentação oficial,https://www.ibge.gov.br/estatisticas/sociais/saude/10586-pesquisa-de-informacoes-basicas-municipais.html,"Página oficial documenta unidade municipal, periodicidade, disseminação e temas da MUNIC, incluindo a edição 2024 e errata associada.",https://www.ibge.gov.br/estatisticas/sociais/saude/10586-pesquisa-de-informacoes-basicas-municipais.html,2026-08-16
DR0090,Pesquisa de Informações Básicas Estaduais — IBGE,ESTADIC,Pesquisa de Informações Básicas Estaduais do IBGE,"Pesquisa anual de registros administrativos sobre estrutura, funcionamento e políticas públicas dos governos estaduais, extensiva às 27 Unidades da Federação.",https://www.ibge.gov.br/estatisticas/multidominio/cultura-recreacao-e-esporte/16770-pesquisa-de-informacoes-basicas-estaduais.html,https://www.ibge.gov.br/estatisticas/multidominio/cultura-recreacao-e-esporte/16770-pesquisa-de-informacoes-basicas-estaduais.html?t=resultados,"Planejamento Territorial e Políticas Públicas | Ciências Ambientais e Ecologia | Agricultura, Florestas e Uso da Terra",ESTADIC | gestão estadual | políticas públicas | Unidades da Federação | governança | agropecuária | IBGE,base de dados | tabelas | publicação digital | suplementos temáticos,XLSX | ODS | PDF,tabelas | gráficos | cartogramas,Brasil — 27 Unidades da Federação,sim,Unidade da Federação; agregações por Grandes Regiões e Brasil,série iniciada em 2012; edição corrente verificada 2024,anual com temas variáveis por edição,registros administrativos estaduais | questionários aos governos estaduais,sim,aberto; temas e questionários variam entre edições,desconhecido,HTTPS,não,https://www.ibge.gov.br/estatisticas/multidominio/cultura-recreacao-e-esporte/16770-pesquisa-de-informacoes-basicas-estaduais.html?t=conceitos-e-metodos,licença específica dos arquivos não localizada nesta rodada; preservar atribuição IBGE e termos do portal,público,IBGE — Coordenação de População e Indicadores Sociais,"Governança e capacidade institucional estadual; comparação federativa de políticas setoriais, planejamento e gestão pública.","A composição temática muda entre anos e as respostas descrevem estruturas, instrumentos e registros administrativos, não necessariamente implementação ou efetividade das políticas.",documentação oficial,https://www.ibge.gov.br/estatisticas/multidominio/cultura-recreacao-e-esporte/16770-pesquisa-de-informacoes-basicas-estaduais.html,"Página oficial documenta abrangência nas 27 UFs, periodicidade anual, população-alvo, disseminação e edição 2024.",https://www.ibge.gov.br/estatisticas/multidominio/cultura-recreacao-e-esporte/16770-pesquisa-de-informacoes-basicas-estaduais.html,2026-08-16
DR0091,Estatísticas de População e Demografia — IBGE,População IBGE,Tema institucional de estatísticas de população e demografia do IBGE,"Família de operações e produtos estatísticos do IBGE sobre população e dinâmica demográfica, incluindo estimativas anuais, projeções, tábuas de mortalidade e avaliação amostral da cobertura censitária.",https://www.ibge.gov.br/estatisticas/sociais/populacao.html,https://www.ibge.gov.br/estatisticas/sociais/populacao.html,Planejamento Territorial e Políticas Públicas,população | demografia | projeções | estimativas | mortalidade | cobertura censitária | IBGE,estimativas | projeções | indicadores | pesquisas amostrais | tabelas | publicações,XLSX | XLS | ODS | PDF | formatos variáveis por produto,tabelas | publicações | páginas de resultados,Brasil; Unidades da Federação e Municípios conforme produto,sim,"Brasil, Unidade da Federação ou Município conforme produto","séries históricas, anos de referência e horizontes prospectivos conforme produto","anual, censitária ou por revisão conforme produto",Censos Demográficos | registros administrativos | pesquisas domiciliares | métodos demográficos,sim,consulta e download públicos conforme produto,desconhecido,HTTPS web | HTTP download,não,https://www.ibge.gov.br/estatisticas/sociais/populacao.html,licença específica deve ser verificada por produto/arquivo; não inferida nesta auditoria,público,IBGE,"Demografia, planejamento territorial, denominadores populacionais, epidemiologia, estudos socioecológicos, políticas públicas e avaliação de qualidade censitária.","Os produtos possuem unidades geográficas, anos, métodos e finalidades distintas. Estimativas, projeções, tábuas de mortalidade e resultados de pós-enumeração não são observações intercambiáveis e exigem preservação da edição e da metodologia.",documentação oficial,https://www.ibge.gov.br/estatisticas/sociais/populacao.html,"A página temática oficial lista Estimativas da População, Projeções da População, Tábuas Completas de Mortalidade e Pesquisa de Pós-Enumeração do Censo 2022 como produtos distintos.",https://www.ibge.gov.br/estatisticas/sociais/populacao.html,2026-08-16
DR0092,Pesquisas Nacionais de Saúde — IBGE,Saúde IBGE,Família institucional de pesquisas amostrais nacionais de saúde do IBGE,"Família de pesquisas amostrais do IBGE sobre condições de saúde, fatores de risco e proteção, acesso e uso de serviços e saúde de populações específicas, incluindo PNS e PeNSE.",https://www.ibge.gov.br/estatisticas/sociais/saude.html,https://www.ibge.gov.br/estatisticas/sociais/saude.html,Planejamento Territorial e Políticas Públicas,saúde | PNS | PeNSE | fatores de risco | serviços de saúde | escolares | amostragem | IBGE,pesquisas amostrais | microdados | tabelas | publicações,XLSX | ODS | microdados | documentação | PDF | formatos variáveis por produto,tabelas | publicações | resultados web,"Brasil; Grandes Regiões, Unidades da Federação e Capitais conforme produto",sim,"domicílio, pessoa, escola ou agregações territoriais conforme produto",edições periódicas ou eventuais conforme pesquisa,por edição/levantamento,amostragem probabilística | cadastros de domicílios | cadastros de escolas | entrevistas e questionários,sim,consulta pública; microdados e documentação conforme produto,desconhecido,HTTPS web | HTTP download,não,https://www.ibge.gov.br/estatisticas/sociais/saude.html,licença específica deve ser verificada por produto/arquivo; não inferida nesta auditoria,público,IBGE,"Saúde pública, epidemiologia, determinantes sociais, nutrição, comportamento, políticas públicas e desigualdades territoriais.","PNS e PeNSE possuem populações-alvo, desenhos amostrais, questionários, níveis de divulgação e períodos distintos; não devem ser combinadas como uma única série homogênea.",documentação oficial,https://www.ibge.gov.br/estatisticas/sociais/saude.html,"As páginas oficiais documentam separadamente PNS e PeNSE, seus desenhos amostrais, microdados, publicações e níveis de divulgação.",https://www.ibge.gov.br/estatisticas/sociais/saude.html,2026-08-16
DR0093,Pesquisa Nacional por Amostra de Domicílios Contínua — IBGE,PNAD Contínua,Operação estatística domiciliar integrada e contínua do IBGE,"Pesquisa domiciliar por amostragem probabilística que produz indicadores contínuos sobre força de trabalho e resultados anuais sobre características demográficas, educação, rendimento, habitação e temas suplementares.",https://www.ibge.gov.br/estatisticas/sociais/populacao/17270-pnad-continua.html,https://www.ibge.gov.br/estatisticas/sociais/populacao/17270-pnad-continua.html?t=microdados,Planejamento Territorial e Políticas Públicas | Infraestruturas e Ciência de Dados,PNAD Contínua | trabalho | educação | rendimento | domicílios | TIC | amostragem | microdados | IBGE,"microdados | tabelas SIDRA | indicadores | publicações | séries mensais, trimestrais e anuais",microdados | CSV | XLSX | ODS | PDF | SIDRA; varia conforme divulgação,tabelas | gráficos | painel interativo | publicações,Brasil; Grandes Regiões; Unidades da Federação e recortes selecionados conforme divulgação,sim,"domicílio e pessoa nos microdados; agregações nacionais, regionais e estaduais conforme produto","série iniciada em 2012; períodos de referência mensais, trimestrais e anuais conforme produto",mensal | trimestral | anual conforme divulgação,amostra probabilística de domicílios | entrevistas domiciliares | Amostra Mestra do Sistema Integrado de Pesquisas Domiciliares,sim,consulta pública; microdados anonimizados e documentação disponíveis conforme divulgação; observar desenho amostral e revisões,parcial,HTTPS web | HTTP/HTTPS download | SIDRA,não,https://metadados.ibge.gov.br/consulta/estatisticos/operacoes-estatisticas/B5,licença específica deve ser verificada por produto/arquivo; preservar atribuição IBGE e termos do portal,público,IBGE — Coordenação de Pesquisas por Amostra de Domicílios,"Mercado de trabalho, renda, desigualdade, educação, habitação, saneamento, inclusão digital, demografia e estudos socioeconômicos territoriais.","Pesquisa amostral: estimativas exigem pesos, estratos e conglomerados apropriados. Módulos, visitas de coleta, períodos de referência, níveis geográficos e revisões variam. Em 2025 iniciou-se transição gradual da Amostra Mestra para incorporar o Censo 2022, com conclusão prevista em 2026; comparações devem considerar notas técnicas e reponderações.",documentação oficial,https://metadados.ibge.gov.br/consulta/estatisticos/operacoes-estatisticas/B5,"Os metadados e a página oficial documentam a PNAD Contínua como pesquisa domiciliar integrada por amostragem probabilística, com divulgações mensais, trimestrais e anuais e módulos temáticos distintos.",https://www.ibge.gov.br/estatisticas/sociais/populacao/17270-pnad-continua.html,2026-08-16
